cuenta,valor,ano,mes,entidad
Reserva legal,55000000,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Reservas de capital,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Resultados acumulados,316050750.7,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Resultados del ejercicio,-9447603.31,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Superávit por revaluación,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Otro resultado integral,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
TOTAL DE PATRIMONIO,636603147.3,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS Y PATRIMONIO,5785979572,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable,41320756.17,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable - Instrumentos financieros derivados,221457.57,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
A costo amortizado,-21915643.89,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Total resultados por instrumentos financieros,19626569.85,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Ingresos por administración de cartera,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Ingresos por custodia de valores,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Ingresos por asesorías financieras,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Otros ingresos por servicios,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Total ingresos por servicios,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Comisiones por operaciones bursátiles y extrabursátiles,4275197.75,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Gastos por comisiones y servicios,-3147538.9,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Otras comisiones,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Total resultados por intermediación,1127658.85,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Gastos por financiamientos por Instrumentos financieros emitidos,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Gastos por financiamientos con entidades de intermediación financiera,-5364267.47,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Gastos por arrendamientos,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Total gastos financieros,-5364267.47,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Gastos de administración y comercialización,-28308019.22,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Reajuste y diferencia de cambio,3388350.06,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Resultado de inversiones en sociedades,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Otros ingresos (gastos),82104.62,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Operaciones descontinuadas (neto),0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Total otros resultados,3470454.68,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Resultado antes de impuesto a la renta,-9447603.31,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Impuesto sobre la renta,0,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
UTILIDAD DEL EJERCICIO,-9447603.31,2022,2,"EXCEL PUESTO DE BOLSA, S.A."
Efectivo y equivalente de efectivo,576307192.4,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Inversiones en instrumentos financieros,3414869835,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable con cambios en resultados,3414869835,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable Instrumentos Financieros Derivados,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable con cambios en ORI,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A costo amortizado,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Operaciones de compra al contado con venta a plazos,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Cuentas por cobrar en operaciones de cartera propia,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Deudores por intermediación,15059906.21,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Cuentas por cobrar relacionadas,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otras cuentas por cobrar,125089.1,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Impuestos pagados por anticipado,2831613.91,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Impuestos diferidos,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Inversiones en sociedades,8609900,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Activos intangibles,7745418.69,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
"Propiedad, planta y equipo",14350004.2,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Derecho de uso,29308101.81,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Propiedades de Inversión,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otros activos,6617397.54,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
TOTAL DE ACTIVOS,4075824458,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Pasivos financieros,437560654,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable,85876.02,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable-instrumento financieros derivados,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A costo amortizado,437474778,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Obligaciones por financiamiento,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Obligaciones por instrumentos financieros Emitidos,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Obligaciones con entidades de intermediación financiera,437474778,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Operaciones de venta al contado con compra a plazo,2164833000,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Acreedores por intermediación,307800148.7,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Cuentas por pagar relacionadas,2963920.53,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otras cuentas por pagar,34151101.39,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Provisiones,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Acumulaciones y otras obligaciones,7254986.9,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Arrendamientos,32121868.74,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Impuesto por pagar,14696326.6,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Impuesto diferidos,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otros pasivos,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
TOTAL DE PASIVOS,3001382007,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Capital,160720000,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Aportes para futura capitalización,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Acciones en Tesorería,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Reserva legal,35180000,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Reservas de capital,220184.15,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Resultados acumulados,953795921.4,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Resultados del ejercicio,-75473653.94,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Superávit por revaluación,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otro resultado integral,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
TOTAL DE PATRIMONIO,1074442452,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
TOTAL DE PASIVOS Y PATRIMONIO,4075824458,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable,-30956748.38,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable - Instrumentos financieros derivados,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A costo amortizado,-12248529.63,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Total resultados por instrumentos financieros,-43205278.01,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Ingresos por administración de cartera,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Ingresos por custodia de valores,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Ingresos por asesorías financieras,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otros ingresos por servicios,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Total ingresos por servicios,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Comisiones por operaciones bursátiles y extrabursátiles,23398378.42,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Gastos por comisiones y servicios,-4716306.94,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otras comisiones,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Total resultados por intermediación,18682071.48,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Gastos por financiamientos por Instrumentos financieros emitidos,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Gastos por financiamientos con entidades de intermediación financiera,-3574611.29,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Gastos por arrendamientos,-1282050.12,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Total gastos financieros,-4856661.41,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Gastos de administración y comercialización,-32368455.2,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Reajuste y diferencia de cambio,-13955603.7,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Resultado de inversiones en sociedades,0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otros ingresos (gastos),254443.56,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Operaciones descontinuadas (neto),0,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Total otros resultados,-13701160.14,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Resultado antes de impuesto a la renta,-75449483.28,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Impuesto sobre la renta,24170.66,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
UTILIDAD DEL EJERCICIO,-75473653.94,2022,2,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Efectivo y equivalente de efectivo,1069548583,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Inversiones en instrumentos financieros,15654643729,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable con cambios en resultados,7108960143,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable Instrumentos Financieros Derivados,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable con cambios en ORI,7011013018,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A costo amortizado,1534670568,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Operaciones de compra al contado con venta a plazos,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Cuentas por cobrar en operaciones de cartera propia,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Deudores por intermediación,27426916.82,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Cuentas por cobrar relacionadas,11241703.63,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otras cuentas por cobrar,923715.45,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Impuestos pagados por anticipado,48183178.96,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Impuestos diferidos,4086.63,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Inversiones en sociedades,7114329.7,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Activos intangibles,4134814.02,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
"Propiedad, planta y equipo",4905905.66,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Derecho de uso,3662073.28,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Propiedades de Inversión,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otros activos,750905.87,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
TOTAL DE ACTIVOS,16832539942,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Pasivos financieros,3264775701,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable,194235.97,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable-instrumento financieros derivados,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A costo amortizado,3264581465,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Obligaciones por financiamiento,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Obligaciones por instrumentos financieros Emitidos,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Obligaciones con entidades de intermediación financiera,3264581465,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Operaciones de venta al contado con compra a plazo,11371577196,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Acreedores por intermediación,53977388.1,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Cuentas por pagar relacionadas,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otras cuentas por pagar,8807978.66,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Provisiones,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Acumulaciones y otras obligaciones,44466815.86,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Arrendamientos,4593424.76,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Impuesto por pagar,1057739.36,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Impuesto diferidos,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otros pasivos,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
TOTAL DE PASIVOS,14749256243,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Capital,547500000,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Aportes para futura capitalización,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Acciones en Tesorería,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Reserva legal,54750000.1,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Reservas de capital,109500000,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Resultados acumulados,1337017004,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Resultados del ejercicio,131063404.6,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Superávit por revaluación,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otro resultado integral,-96546709.51,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
TOTAL DE PATRIMONIO,2083283699,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
TOTAL DE PASIVOS Y PATRIMONIO,16832539942,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable,-77267629.52,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable - Instrumentos financieros derivados,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A costo amortizado,121403212.7,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Total resultados por instrumentos financieros,44135583.19,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Ingresos por administración de cartera,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Ingresos por custodia de valores,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Ingresos por asesorías financieras,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otros ingresos por servicios,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Total ingresos por servicios,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Comisiones por operaciones bursátiles y extrabursátiles,52513201.73,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Gastos por comisiones y servicios,-11361308.57,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otras comisiones,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Total resultados por intermediación,41151893.16,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Gastos por financiamientos por Instrumentos financieros emitidos,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Gastos por financiamientos con entidades de intermediación financiera,-10116119.81,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Gastos por arrendamientos,-93563.24,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Total gastos financieros,-10209683.05,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Gastos de administración y comercialización,-45971704.24,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Reajuste y diferencia de cambio,102713743.6,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Resultado de inversiones en sociedades,0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otros ingresos (gastos),-62384.24,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Operaciones descontinuadas (neto),0,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Total otros resultados,102651359.3,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Resultado antes de impuesto a la renta,131757448.4,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Impuesto sobre la renta,694043.82,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
UTILIDAD DEL EJERCICIO,131063404.6,2022,2,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Efectivo y equivalente de efectivo,152044873.4,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Inversiones en instrumentos financieros,818100661.7,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A valor razonable con cambios en resultados,818100661.7,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A valor razonable Instrumentos Financieros Derivados,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A valor razonable con cambios en ORI,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A costo amortizado,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Operaciones de compra al contado con venta a plazos,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Cuentas por cobrar en operaciones de cartera propia,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Deudores por intermediación,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Cuentas por cobrar relacionadas,974.1,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Otras cuentas por cobrar,271807,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Impuestos pagados por anticipado,2861975.93,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Impuestos diferidos,871842.79,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Inversiones en sociedades,5000374.28,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Activos intangibles,764720.77,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
"Propiedad, planta y equipo",0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Derecho de uso,6249275.46,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Propiedades de Inversión,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Otros activos,459432.76,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
TOTAL DE ACTIVOS,986625938.2,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Pasivos financieros,210475159.3,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A valor razonable,88187.06,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A valor razonable-instrumento financieros derivados,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A costo amortizado,210386972.2,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Obligaciones por financiamiento,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Obligaciones por instrumentos financieros Emitidos,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Obligaciones con entidades de intermediación financiera,210386972.2,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Operaciones de venta al contado con compra a plazo,367402277.1,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Acreedores por intermediación,127747924.4,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Cuentas por pagar relacionadas,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Otras cuentas por pagar,1075052.22,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Provisiones,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Acumulaciones y otras obligaciones,13034056.03,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Arrendamientos,6347817.81,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Impuesto por pagar,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Impuesto diferidos,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Otros pasivos,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS,726082286.7,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Capital,192684720,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Aportes para futura capitalización,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Acciones en Tesorería,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Reserva legal,4450112.05,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Reservas de capital,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Resultados acumulados,63424440.43,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Resultados del ejercicio,-15620.97,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Superávit por revaluación,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Otro resultado integral,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
TOTAL DE PATRIMONIO,260543651.5,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS Y PATRIMONIO,986625938.2,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A valor razonable,12262839.79,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A valor razonable - Instrumentos financieros derivados,0.03,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A costo amortizado,7023279.7,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Total resultados por instrumentos financieros,19286119.52,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Ingresos por administración de cartera,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Ingresos por custodia de valores,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Ingresos por asesorías financieras,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Otros ingresos por servicios,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Total ingresos por servicios,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Comisiones por operaciones bursátiles y extrabursátiles,261813.26,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Gastos por comisiones y servicios,-1038357.87,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Otras comisiones,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Total resultados por intermediación,-776544.61,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Gastos por financiamientos por Instrumentos financieros emitidos,0,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Gastos por financiamientos con entidades de intermediación financiera,-1052263.88,2022,2,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
